vessel_imo,country,port,date,inspection_type,number_of_deficiencies,detention
9114751,Germany,Butzfleth,2020-02-20,Expanded inspection,0,N
9114751,Spain,Villagarcía de Arosa,2008-09-19,Initial inspection,2,N
9114751,Germany,Butzfleth,2019-04-15,More detailed inspection,0,N
9114751,Netherlands,Rotterdam,2008-04-08,Expanded inspection,2,N
9114751,Germany,Butzfleth,2018-10-19,Expanded inspection,3,N
9114751,Netherlands,Rotterdam,2007-03-15,Expanded inspection,0,N
9114751,Germany,Butzfleth,2017-10-17,Expanded inspection,0,N
9114751,Finland,Hamina,2006-04-24,More detailed inspection,0,N
9114751,Germany,Butzfleth,2017-06-27,More detailed inspection,5,N
9114751,Netherlands,Rotterdam,2005-09-19,More detailed inspection,0,N
9114751,Germany,Butzfleth,2016-08-19,Expanded inspection,0,N
9114751,France,Bayonne,2004-08-19,Initial inspection,0,N
9114751,Finland,Skoldvik,2015-10-12,Expanded inspection,0,N
9114751,Netherlands,Rotterdam,2004-02-03,Initial inspection,0,N
9114751,Estonia,Kunda,2014-12-01,Expanded inspection,0,N
9114751,Spain,Algeciras,2003-05-30,More detailed inspection,0,N
9114751,Netherlands,Rotterdam,2014-01-27,Expanded inspection,0,N
9114751,Spain,Tarragona,2002-09-03,Initial inspection,0,N
9114751,Germany,Butzfleth,2013-03-24,Expanded inspection,3,N
9114751,Italy,Augusta,2001-07-26,Initial inspection,0,N
9114751,Netherlands,Rotterdam,2012-05-23,More detailed inspection,0,N
9114751,Italy,Porto torres,2000-10-16,,0,N
9114751,Belgium,Ghent,2012-03-06,Expanded inspection,3,N
9114751,Netherlands,Rotterdam,2000-02-03,,0,N
9114751,Belgium,Antwerp,2011-04-23,More detailed inspection,2,N
9114751,Netherlands,Rotterdam,1999-07-15,,0,N
9114751,Netherlands,Amsterdam,2010-10-28,Initial inspection,0,N
9114751,United States of America,MSO Jacksonville,1999-06-16,,1,N
9114751,Romania,Constanta,2010-04-27,Expanded inspection,0,N
9114751,Netherlands,Terneuzen,1998-11-09,,0,N
9114751,Belgium,Antwerp,2010-02-09,Initial inspection,0,N
9114751,Netherlands,Terneuzen,1998-04-02,,0,N
9114751,Netherlands,Rotterdam,2009-04-09,Expanded inspection,1,N
9114751,United Kingdom,Teesside,2009-03-05,Initial inspection,0,N
9131357,Indonesia,Tanjung Balal Karimun,2023-10-22,Initial inspection,0,N
9131357,Netherlands,Rotterdam,2001-02-19,,0,N
9131357,Sweden,Göteborg,2015-07-22,Expanded inspection,0,N
9131357,Finland,Skoldvik,1999-10-20,,0,N
9131357,Sweden,Göteborg,2014-09-04,Expanded inspection,0,N
9131357,Sweden,Göteborg,2013-08-30,Expanded inspection,0,N
9131357,Poland,Nowy Port,2012-10-13,Expanded inspection,6,N
9131357,Russia,Primorsk,2010-09-01,More detailed inspection,0,N
9131357,Denmark,Kalundborg,2010-02-09,More detailed inspection,0,N
9131357,Russia,Murmansk,2009-11-28,More detailed inspection,3,N
9131357,Germany,Wilhelmshaven,2009-04-02,Initial inspection,0,N
9131357,Denmark,Kalundborg,2008-09-10,More detailed inspection,2,N
9131357,Finland,Sköldvik,2007-11-15,Initial inspection,0,N
9131357,Denmark,Kalundborg,2007-03-22,Initial inspection,0,N
9131357,Germany,Wilhelmshaven,2005-09-15,Initial inspection,0,N
9131357,France,Brest,2004-11-15,Initial inspection,0,N
9131357,Russia,Primorsk,2004-04-29,Initial inspection,0,N
9131357,Denmark,Kalundborg,2003-09-10,Initial inspection,0,N
9131357,Sweden,Göteborg,2002-11-11,Initial inspection,0,N
9131357,Russia,Saint petersburg,2002-02-12,Initial inspection,0,N
9133587,Malaysia,Tanjung Pelepas,2022-08-18,Initial inspection,0,N
9133587,United States of America,Philadelphia (Capt. of the port),2003-07-01,,0,N
9133587,China Peoples's Republic,Shenzhen,2015-07-06,Initial inspection,0,N
9133587,Russia,Murmansk,2003-05-22,Initial inspection,2,N
9133587,Malta,Marsaxlokk,2014-01-28,Expanded inspection,0,N
9133587,France,Fos sur mer,2003-04-09,Initial inspection,0,N
9133587,,,2003-04-09,More detailed inspection,0,
9133587,Italy,Trieste,2003-03-31,More detailed inspection,2,N
9133587,China Peoples's Republic,Ningbo,2013-11-06,Initial inspection,0,N
9133587,United States of America,MSO Honolulu,2002-10-29,,0,N
9133587,India,Manglore,2013-04-17,Initial inspection,1,N
9133587,United States of America,MSD Singapore,2002-10-02,,1,N
9133587,,,2011-02-21,,0,N
9133587,Australia,Kurnell,2002-09-18,Initial inspection,0,N
9133587,,,2010-02-24,,0,N
9133587,Australia,Brisbane,2001-10-19,,0,N
9133587,United States of America,"Philadelphia, Pennsylvania",2009-10-11,Standard Examination,0,N
9133587,United States of America,MSO Corpus Christi,2001-04-13,,1,N
9133587,United States of America,"Mobile, Alabama",2009-05-16,Standard Examination,0,N
9133587,United States of America,MSO Philadelphia,1999-07-30,,0,N
9133587,United States of America,"Corpus Christi, Texas",2008-09-15,Standard Examination,0,N
9133587,United States of America,MSO Port Arthur,1999-01-19,,1,N
9133587,Malta,Marsaxlokk,2008-08-22,Initial inspection,0,N
9133587,United States of America,"Houston, Texas",2007-01-03,Standard Examination,0,N
9133587,United States of America,"Corpus Christi, Texas",2006-08-16,Standard Examination,1,N
9133587,Australia,Brisbane,2005-01-14,Initial inspection,0,N
9133587,Portugal,Leixões,2004-06-15,Initial inspection,0,N
9133587,United States of America,Philadelphia (Capt. of the port),2003-07-10,,0,N
9137648,China Peoples's Republic,Zhoushan,2023-08-22,Initial inspection,4,N
9137648,United States of America,"Philadelphia, Pennsylvania",2006-05-08,Standard Examination,0,N
9137648,Latvia,Ventspils,2022-08-21,Expanded inspection,6,N
9137648,Canada,Quebec city,2005-10-03,More detailed inspection,0,N
9137648,Russia,Vostochny,2015-09-24,Initial inspection,0,N
9137648,United States of America,"Galveston, Texas",2005-08-03,Standard Examination,1,N
9137648,Chile,San Vicente,2014-08-28,Initial inspection,0,N
9137648,Canada,Quebec city,2004-11-19,Initial inspection,0,N
9137648,United States of America,"San Francisco, California",2014-02-28,Standard Examination,0,N
9137648,Norway,Sture,2004-08-17,Initial inspection,0,N
9137648,United States of America,"Philadelphia, Pennsylvania",2013-04-21,Standard Examination,0,N
9137648,Canada,Whiffen Head,2003-10-11,Initial inspection,0,N
9137648,Estonia,Muuga,2013-03-16,Expanded inspection,0,N
9137648,United States of America,MSU Galveston,2003-08-23,,0,N
9137648,United States of America,"Long Beach, California",2012-03-02,Standard Examination,0,N
9137648,Canada,Port hawkesbury,2003-02-01,Initial inspection,0,N
9137648,Canada,Quebec city,2011-01-22,Expanded inspection,0,N
9137648,Canada,Quebec city,2003-01-03,Initial inspection,1,N
9137648,United States of America,Galveston,2010-09-23,Standard Examination,0,N
9137648,Canada,Quebec city,2002-01-25,Initial inspection,0,N
9137648,United States of America,Galveston,2009-08-11,Standard Examination,0,N
9137648,Canada,Quebec city,2001-02-23,,0,N
9137648,Canada,Quebec city,2008-09-16,Initial inspection,0,N
9137648,Canada,Quebec city,2000-08-28,,0,N
9137648,United States of America,Galveston,2008-01-29,Standard Examination,0,N
9137648,Canada,Quebec city,2000-01-21,,0,N
9137648,Canada,Whiffen Head,2007-08-15,Initial inspection,0,N
9137648,United States of America,MSO Philadelphia,1999-07-18,,0,N
9137648,Canada,Quebec city,2007-01-04,Initial inspection,0,N
9137648,Canada,Quebec city,1998-07-21,,0,N
9137648,United States of America,"Port Arthur, Texas",2006-11-14,Standard Examination,0,N
9144782,China Peoples's Republic,Yantai,2023-05-19,Follow-up inspection,0,N
9144782,United States of America,MSU Galveston,2002-03-27,,0,N
9144782,,,2002-03-27,Initial inspection,1,
9144782,Canada,Dartmouth,2001-10-12,Initial inspection,0,N
9144782,United States of America,"Honolulu, Hawaii",2010-06-15,Standard Examination,0,N
9144782,United States of America,MSO New Orleans,2001-04-03,,0,N
9144782,,,2010-04-27,,0,N
9144782,United States of America,MSO Port Arthur,2000-07-06,,0,N
9144782,United States of America,"Houston, Texas",2009-04-17,Standard Examination,0,N
9144782,United States of America,MSO New Orleans,2000-03-26,,0,N
9144782,United States of America,"New Orleans, Louisiana",2008-04-10,Standard Examination,0,N
9144782,United States of America,MSO Corpus Christi,1999-12-16,,0,N
9144782,Canada,Dartmouth,2007-11-20,More detailed inspection,4,N
9144782,Canada,Dartmouth,1999-06-09,,0,N
9144782,Belgium,Antwerp,2007-09-21,Initial inspection,2,N
9144782,United States of America,MSO Houston- Galveston,1999-03-22,,0,N
9144782,United States of America,Galveston,2007-04-01,Standard Examination,0,N
9144782,Canada,Dartmouth,1998-11-02,,0,N
9144782,United States of America,"Houston, Texas",2006-03-27,Standard Examination,0,N
9144782,United Kingdom,Southampton,1998-09-22,,1,N
9144782,Canada,Dartmouth,2005-12-05,Initial inspection,0,N
9144782,United States of America,"New Orleans, Louisiana",2005-05-01,Standard Examination,0,N
9144782,Canada,Dartmouth,2005-03-29,Initial inspection,0,N
9144782,United States of America,MSO Port Arthur,2004-03-31,,0,N
9144782,Canada,Whiffen Head,2003-06-08,Initial inspection,0,N
9144782,United States of America,Vananda,2003-04-03,,0,N
9163752,Canada,Montreal,2022-04-22,More detailed inspection,23,Y
9163752,United States of America,"New York, New York",2015-01-03,Standard Examination,0,N
9163752,United States of America,"Houston, Texas",2010-02-09,Standard Examination,0,N
9163752,United States of America,"Searsport, Maine",2007-01-13,Standard Examination,0,N
9163752,United States of America,"Philadelphia, Pennsylvania",2006-02-09,Standard Examination,0,N
9163752,France,Sete (mole),2003-01-29,Initial inspection,0,N
9163752,United States of America,MSO Tampa,2002-03-28,,0,N
9163752,United States of America,MSU Galveston,2002-02-18,,5,N
9163752,United States of America,MSO Corpus Christi,2001-01-09,,0,N
9163752,United States of America,MSO Miami,2000-03-22,,0,N
9163752,United States of America,MSO New Orleans,2000-01-10,,0,N
9163752,United States of America,MSD Massena,1999-12-23,,7,N
9163752,United States of America,MSO Buffalo,1999-12-22,,0,N
9166314,Estonia,Muuga,2019-04-16,Expanded inspection,2,N
9166314,Finland,Kotka,2003-03-03,Initial inspection,0,N
9166314,Finland,Skoldvik,2018-06-09,Expanded inspection,0,N
9166314,Russia,Kaliningrad,2002-05-16,Initial inspection,0,N
9166314,Finland,Turku,2017-01-25,Expanded inspection,0,N
9166314,Finland,Skoldvik,2001-09-25,Initial inspection,0,N
9166314,Latvia,Riga,2015-01-23,Expanded inspection,1,N
9166314,Finland,Vaasa,2000-12-11,,1,N
9166314,Finland,Skoldvik,2013-01-16,Expanded inspection,0,N
9166314,Finland,Skoldvik,2000-09-08,,0,N
9166314,Finland,Vaasa,2011-01-13,More detailed inspection,0,N
9166314,Finland,Pori,1999-11-17,,0,N
9166314,Finland,Sköldvik,2010-09-01,Initial inspection,0,N
9166314,Estonia,Paldiski Lõunasadam,2010-01-27,Expanded inspection,1,N
9166314,Finland,Kokkola,2009-07-29,Initial inspection,0,N
9166314,Finland,Oulu,2009-01-23,Expanded inspection,0,N
9166314,Finland,Sköldvik,2008-08-14,Initial inspection,0,N
9166314,Finland,Kotka,2008-01-16,Expanded inspection,0,N
9166314,Finland,Kotka,2007-05-23,Initial inspection,0,N
9166314,Poland,Gdynia,2006-11-02,Initial inspection,1,N
9166314,Finland,Naantali,2006-03-14,Initial inspection,0,N
9166314,Latvia,Riga,2005-08-31,Initial inspection,0,N
9166314,Russia,Kaliningrad,2005-02-11,Initial inspection,0,N
9166314,Russia,Kaliningrad,2004-07-08,Initial inspection,2,N
9166314,Finland,Naantali,2003-11-11,Initial inspection,0,N
9168946,Indonesia,Tanjung Balal Karimun,2024-01-03,Initial inspection,0,N
9168946,Germany,Brunsbuttel,2004-07-28,Initial inspection,0,N
9168946,Malaysia,Tanjung Pelepas,2023-01-02,Initial inspection,0,N
9168946,Germany,Wilhelmshaven,2003-10-29,Initial inspection,0,N
9168946,France,Le havre,2018-11-08,Expanded inspection,0,N
9168946,France,Montoir/bret,2003-01-28,Initial inspection,0,N
9168946,France,Le havre,2017-11-08,More detailed inspection,0,N
9168946,United Kingdom,Liverpool,2002-02-13,Initial inspection,0,N
9168946,Netherlands,Rotterdam,2017-04-06,Expanded inspection,1,N
9168946,United Kingdom,Aberdeen,2001-03-14,,2,N
9168946,Denmark,Statoil-Havnen,2016-03-23,Expanded inspection,0,N
9168946,United Kingdom,Lerwick,2000-05-19,,1,N
9168946,Denmark,Statoil-Havnen,2015-05-20,Expanded inspection,0,N
9168946,Poland,Nowy Port,2014-07-10,More detailed inspection,1,N
9168946,France,Le havre,2010-10-13,More detailed inspection,1,N
9168946,United Kingdom,Fawley,2010-07-16,More detailed inspection,4,N
9168946,Germany,Hamburg,2010-01-05,Initial inspection,3,N
9168946,Germany,Hamburg,2009-05-05,Initial inspection,0,N
9168946,United Kingdom,Coryton,2008-10-01,Initial inspection,3,N
9168946,United Kingdom,Finnart,2008-03-25,More detailed inspection,0,N
9168946,Spain,Cartagena,2007-07-03,Initial inspection,2,N
9168946,Netherlands,Rotterdam,2006-11-21,Initial inspection,0,N
9168946,Denmark,Kalundborg,2006-01-31,Initial inspection,0,N
9168946,Germany,Hamburg,2005-03-03,Initial inspection,0,N
9171175,China Peoples's Republic,Zhuhai,2024-02-19,Initial inspection,6,N
9171175,Canada,Montreal,2006-11-10,Initial inspection,4,N
9171175,China Peoples's Republic,Zhuhai,2022-11-17,Initial inspection,0,N
9171175,Russia,Vyborg,2006-05-23,Initial inspection,0,N
9171175,Poland,Szczecin,2019-12-24,Expanded inspection,10,N
9171175,Latvia,Riga,2006-01-17,Initial inspection,0,N
9171175,Russia,Murmansk,2017-02-07,Expanded inspection,0,N
9171175,Estonia,Paldiski Lõunasadam,2005-07-15,Initial inspection,0,N
9171175,Russia,Murmansk,2016-03-02,More detailed inspection,1,N
9171175,Finland,Naantali,2004-11-01,Initial inspection,0,N
9171175,Russia,Murmansk,2015-07-03,Expanded inspection,8,N
9171175,Netherlands,Rotterdam,2003-09-29,More detailed inspection,6,N
9171175,Poland,Nowy Port,2015-01-24,Expanded inspection,3,N
9171175,Venezuela,Amuay,2014-04-07,Initial inspection,0,N
9171175,Venezuela,Maracaibo,2012-12-03,Initial inspection,0,N
9171175,Netherlands,Terneuzen,2012-03-05,Expanded inspection,0,N
9171175,Latvia,Ventspils,2010-12-16,More detailed inspection,0,N
9171175,Russia,Arkhangelsk,2010-04-09,Initial inspection,1,N
9171175,Estonia,Tallinn,2010-03-30,Initial inspection,0,N
9171175,Russia,Vyborg,2009-10-20,More detailed inspection,2,N
9171175,Latvia,Riga,2008-10-23,Initial inspection,0,N
9171175,Norway,Slagentangen,2008-03-07,Initial inspection,0,N
9171175,Russia,Kaliningrad,2007-08-27,Initial inspection,0,N
9171175,France,Nantes,2007-02-19,Initial inspection,0,N
9171357,Russia,Nakhodka,2023-05-31,Follow-up inspection,0,N
9171357,Russia,Tuapse,2017-03-02,Initial inspection,0,N
9171357,Italy,Siracusa,2008-04-16,More detailed inspection,1,N
9171357,United States of America,MIO New York,2001-08-17,,0,N
9171357,Russia,Nakhodka,2023-05-30,Initial inspection,22,N
9171357,Italy,Taranto,2016-09-30,Expanded inspection,0,N
9171357,United States of America,"Corpus Christi, Texas",2008-02-24,Standard Examination,1,N
9171357,Netherlands,Rotterdam,2001-07-23,Initial inspection,0,N
9171357,China Peoples's Republic,Rizhao,2023-03-25,Follow-up inspection,0,N
9171357,China Peoples's Republic,Shanghai,2016-03-28,Initial inspection,6,Y
9171357,Italy,Termoli,2007-09-28,Initial inspection,0,N
9171357,United States of America,MSO Honolulu,2001-05-16,,0,N
9171357,China Peoples's Republic,Zhoushan,2023-03-14,Follow-up inspection,0,N
9171357,Sweden,Brofjorden,2015-03-15,More detailed inspection,0,N
9171357,France,Marseille,2007-03-12,Initial inspection,0,N
9171357,United States of America,MSO Corpus Christi,2001-02-05,,0,N
9171357,China Peoples's Republic,Zhoushan,2023-03-01,Follow-up inspection,0,N
9171357,United States of America,"New Orleans, Louisiana",2014-12-20,Standard Examination,0,N
9171357,United States of America,"Corpus Christi, Texas",2007-01-23,Standard Examination,4,N
9171357,United States of America,MIO New York,2000-08-20,,0,N
9171357,China Peoples's Republic,Zhoushan,2023-02-20,Initial inspection,18,Y
9171357,Russia,Saint petersburg,2014-07-12,Expanded inspection,20,N
9171357,Russia,KavKaz,2006-11-21,Initial inspection,0,N
9171357,Croatia,Split,2000-06-13,,0,N
9171357,United States of America,"New Orleans, Louisiana",2020-10-13,Standard Examination,0,N
9171357,United States of America,"Philadelphia, Pennsylvania",2014-06-05,Standard Examination,5,N
9171357,United States of America,"St. Croix, USVI",2006-05-13,Standard Examination,0,N
9171357,United States of America,"Houston, Texas",2020-03-09,Standard Examination,0,N
9171357,United States of America,"Port Arthur, Texas",2013-06-29,Standard Examination,0,N
9171357,Canada,Dartmouth,2005-10-24,Initial inspection,0,N
9171357,Honduras,San Lorenzo,2020-01-16,Initial inspection,0,N
9171357,Canada,Holyrood,2013-01-25,Expanded inspection,0,N
9171357,Russia,Vyborg,2005-05-26,Initial inspection,0,N
9171357,United States of America,"New Orleans, Louisiana",2019-11-08,Standard Examination,3,N
9171357,Colombia,Santa Marta,2012-09-08,Initial inspection,0,N
9171357,United Kingdom,Southampton,2004-06-21,Initial inspection,0,N
9171357,Italy,Genova,2019-02-10,More detailed inspection,1,N
9171357,United States of America,"Philadelphia, Pennsylvania",2012-05-27,Standard Examination,0,N
9171357,United States of America,MIO New York,2004-06-07,,0,N
9171357,Russia,Novorossiisk,2019-01-09,Expanded inspection,0,N
9171357,Venezuela,Puerto La Cruz,2012-03-03,Initial inspection,0,N
9171357,United States of America,MSO Providence,2003-11-20,,0,N
9171357,Russia,Tuapse,2018-10-17,Initial inspection,0,N
9171357,United States of America,"New York, New York",2011-08-21,Standard Examination,0,N
9171357,United States of America,Vananda,2003-10-31,,2,N
9171357,Italy,Sarroch,2018-09-29,Expanded inspection,1,N
9171357,Spain,Las palmas,2010-08-16,Initial inspection,1,N
9171357,France,Port de bouc,2003-04-17,Initial inspection,1,N
9171357,United Kingdom,Immingham,2017-09-29,Expanded inspection,0,N
9171357,United States of America,"New Orleans, Louisiana",2010-05-05,Standard Examination,0,N
9171357,United States of America,New York (Capt. of the port),2003-01-21,,0,N
9171357,Russia,Novorossiisk,2017-08-22,More detailed inspection,0,N
9171357,United Kingdom,Immingham,2009-06-23,Initial inspection,0,N
9171357,United States of America,New York (Capt. of the port),2002-11-26,,2,N
9171357,United States of America,"New Orleans, Louisiana",2009-02-25,Standard Examination,0,N
9171357,United States of America,Houston (Capt. of the port),2002-02-19,,0,N
9171735,Greece,Agioi Theodoroi,2023-06-26,Expanded inspection,3,N
9171735,Malaysia,Kuching,2014-09-11,Initial inspection,0,N
9171735,Canada,Montreal,2005-08-25,Initial inspection,4,N
9171735,Ukraine,Reni,2023-02-06,Initial inspection,0,N
9171735,Malaysia,Kuching,2014-07-07,Initial inspection,0,N
9171735,United States of America,"Houston, Texas",2005-07-31,Standard Examination,1,N
9171735,Greece,Molyvos,2022-12-13,Expanded inspection,6,N
9171735,Indonesia,Dumai,2014-02-25,Follow-up inspection,12,N
9171735,France,Keroman,2004-09-07,Initial inspection,0,N
9171735,Philippines,Batangas/Luzon,2022-04-19,Initial inspection,2,N
9171735,,,2022-04-19,Initial inspection,0,
9171735,France,Brest,2004-04-29,Initial inspection,0,N
9171735,Papua New Guinea,Rabaul,2022-02-11,Follow-up inspection,0,N
9171735,Indonesia,Dumai,2013-09-06,Initial inspection,16,N
9171735,France,Donges,2004-04-01,More detailed inspection,1,N
9171735,,,2004-04-01,Initial inspection,0,
9171735,Philippines,Manila,2013-04-06,Initial inspection,0,N
9171735,Malaysia,Lahad Datu,2021-12-04,Initial inspection,7,N
