imo,vessel_name,tanker_size,buildyear,crude_total,months_uninsured,products_total,start_date,end_date,earliest_sanction_date,ownership_changes_after_2022,ownership_jurisdictions_after_2022,shipmanager_changes_after_2022,shipmanager_jurisdictions_after_2022,ism_manager_changes_after_2022,ism_manager_jurisdictions_after_2022,detentions,detentions_after_2022,deficiencies,deficiencies_after_2022,names_after_2022,name_changes_after_2022,flags_after_2022,flag_changes_after_2022,ais_gaps,ais_gap_total_hours,ais_gaps_after_2022,ais_gap_total_hours_after_2022,RUS_port_visits_after_2022,RUS_port_visits_before_2022,TUR_port_visits_after_2022,TUR_port_visits_before_2022,IND_port_visits_after_2022,IND_port_visits_before_2022,loitering_events_before_2022,loitering_events_after_2022,sts_events
9301407,Viktor Titov,Aframax,2005,16.069999999999997,18,0.0,2023-01-01,2024-06-30,,2,"Cyprus, United Arab Emirates",5,"Russia, USA, United Arab Emirates, United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",0,0,25,3,,0,Panama,1,1,15,0,0,59,89,0,0,0,0,31,128,2
9301419,Yuri Senkevich,Aframax,2005,16.709999999999997,17,0.0,2023-02-01,2024-06-30,,2,"Cyprus, United Arab Emirates",3,"USA, United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",0,0,24,4,,0,Panama,1,2,33,1,12,60,103,0,0,0,0,11,52,0
9301421,Victor Konetsky,Aframax,2005,16.26,18,0.0,2023-01-01,2024-06-30,,2,"Cyprus, United Arab Emirates",4,"USA, United Arab Emirates, United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",0,0,24,3,,0,Panama,1,1,12,0,0,67,99,0,0,0,0,16,153,0
9301524,Palmer,Suezmax,2006,5.28,6,0.0,2023-08-01,2024-06-30,,1,Vietnam,1,Vietnam,2,"Unknown, Vietnam",1,1,39,5,,0,,0,6,160,1,13,7,0,9,0,2,0,64,86,14
9302126,Rainbow,Seawaymax,2005,,3,0.7,2024-02-01,2024-06-30,,5,"Denmark, Liberia, Ireland, Turkey, Turkey",3,"Denmark, Greece, Turkey",4,"Denmark, United Kingdom, Greece, Turkey",0,0,37,4,"Esther, Olympic Glory, RAINBOW",3,"Liberia, Antigua and Barbuda",2,5,310,5,310,22,22,9,12,0,1,43,31,6
9304356,Hera 1,Aframax,2005,2.7299999999999995,4,0.6,2023-08-01,2024-05-31,,1,Marshall Islands,2,"China, Marshall Islands",4,"China, Unknown, China, United Arab Emirates",0,0,28,4,"Hera 1, JENO",2,"Panama, Comoros",2,8,267,2,51,6,2,7,0,9,1,50,85,47
9304629,Cheng He,Suezmax,2007,1.07,1,0.0,2024-06-01,2024-06-30,,3,"Marshall Islands, Liberia, China",3,"Singapore, Greece, China",3,"United Kingdom, Greece, China",0,0,26,4,"Raptor, CHENG HE",2,"Liberia, Belize, Panama",3,0,0,0,0,1,0,3,0,4,3,62,86,26
9304825,Theseus,Aframax,2006,5.130000000000001,7,0.0,2023-05-01,2024-05-31,,3,"Marshall Islands, Marshall Islands, Mauritius",3,"Greece, India, Mauritius",6,"Greece, Unknown, India, India, Unknown, India",0,0,37,4,THESEUS,1,"St.Kitts and Nevis, Gabon",2,0,0,0,0,17,8,4,6,7,0,58,26,4
9305609,Celine,Aframax,2006,9.97,7,0.0,2023-01-01,2023-07-31,,2,"Panama, India",3,"Greece, India, India",5,"Greece, Unknown, India, Unknown, India",1,1,26,3,"Meline, CELINE",2,Panama,1,0,0,0,0,18,30,0,10,0,0,75,77,29
9306457,Annabelle,Seawaymax,2005,,1,0.3,2024-01-01,2024-01-31,,1,China,1,China,1,China,0,0,35,5,,0,,0,2,63,0,0,6,0,0,0,6,13,33,52,10
9306562,Pone,Panamax,2005,,6,2.4000000000000004,2023-04-01,2024-05-31,,2,"British Virgin Islands, Turkey",3,"British Virgin Islands, Turkey, Turkey",4,"Unknown, Greece, Turkey, Turkey",0,0,48,4,"Beks Iron, PONE",2,"Marshall Islands, Guinea-Bissau",2,2,387,0,0,10,0,32,0,0,0,27,15,0
9306627,Huang He,Aframax,2007,0.63,1,1.4,2023-11-01,2024-06-30,,2,"Marshall Islands, Seychelles",2,"Greece, Seychelles",2,"Monaco, China",1,0,24,3,HUANG HE,1,Panama,1,1,26,1,26,7,5,2,5,7,2,37,52,25
9307815,Electra,Seawaymax,2005,,4,0.9000000000000001,2023-02-01,2023-12-31,,3,"Norway, Marshall Islands, Seychelles",5,"Norway, Germany, India, Marshall Islands, Seychelles",4,"Germany, India, India, India",1,1,63,9,ELECTRA,1,"St.Kitts and Nevis, Gabon",2,3,138,1,95,13,3,7,3,0,0,30,48,56
9308065,Charvi,Suezmax,2006,1.01,1,0.0,2024-03-01,2024-03-31,,3,"Norway, United Arab Emirates, United Arab Emirates",4,"Norway, United Arab Emirates, United Arab Emirates, United Arab Emirates",4,"China, Unknown, China, United Arab Emirates",0,0,22,3,"Charvi, EVENTIN",2,Panama,1,6,253,0,0,8,0,12,0,17,0,42,80,4
9308077,Tyche 1,Suezmax,2006,2.06,2,0.0,2024-03-01,2024-06-30,,3,"Marshall Islands, Panama, Turkey",4,"Norway, China, United Arab Emirates, Turkey",3,"Norway, China, United Arab Emirates",0,0,8,4,TYCHE 1,1,Panama,1,3,81,1,29,12,0,3,0,20,0,123,66,10
9308132,Unite,Seawaymax,2006,,11,3.6,2023-01-01,2024-06-30,,1,Turkey,2,"Denmark, Turkey",4,"Singapore, Turkey, Turkey, Turkey",1,0,41,11,UNITE,1,Guinea-Bissau,1,0,0,0,0,26,2,35,2,1,5,33,50,8
9308170,Ocean Jupiter,Seawaymax,2007,,4,1.2,2023-06-01,2024-05-31,,2,"Singapore, Vietnam",2,"Singapore, Vietnam",2,"Singapore, Vietnam",0,0,32,4,,0,Panama,1,1,12,0,0,19,0,18,0,0,14,69,100,6
9308821,Berra,Aframax,2005,0.7,1,0.0,2024-06-01,2024-06-30,,2,"Marshall Islands, Seychelles",2,"Greece, Seychelles",2,"Greece, Azerbaijan",0,0,35,2,BERRA,1,"Liberia, Cook islands",2,2,41,2,41,12,12,5,13,6,4,70,40,0
9308833,Kusto,Aframax,2005,0.7,1,0.0,2024-05-01,2024-05-31,,2,"Marshall Islands, Seychelles",2,"Greece, Seychelles",2,"Greece, Azerbaijan",0,0,36,4,KUSTO,1,Cook islands,1,0,0,0,0,10,18,13,5,6,4,38,15,16
9308857,Rymo,Aframax,2006,0.63,1,0.0,2024-05-01,2024-05-31,,2,"Marshall Islands, Seychelles",2,"Greece, Seychelles",3,"Greece, Greece, Azerbaijan",0,0,38,4,RYMO,1,"Liberia, Cook islands",2,0,0,0,0,14,8,6,4,10,0,41,48,4
9309576,Ns Silver,Seawaymax,2005,,10,2.5999999999999996,2023-01-01,2024-06-30,,1,United Arab Emirates,5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, Unknown, United Arab Emirates, United Arab Emirates",1,0,50,7,,0,Panama,1,1,16,0,0,20,3,48,0,0,3,62,43,8
9309588,Ns Stella,Seawaymax,2005,,11,2.9,2023-01-01,2024-06-30,,1,United Arab Emirates,5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, Unknown, United Arab Emirates, United Arab Emirates",0,0,45,8,,0,Gabon,1,5,245,2,147,18,1,36,5,4,3,49,55,2
9310525,Ionia,Aframax,2006,3.69,5,0.7,2023-03-01,2024-05-31,,3,"Liberia, Marshall Islands, Seychelles",4,"Greece, India, Marshall Islands, Seychelles",3,"Greece, Unknown, India",0,0,33,3,IONIA,1,"St.Kitts and Nevis, Gabon",2,3,121,0,0,23,20,4,13,8,0,74,33,2
9310707,Beks Bodrum,Seawaymax,2005,,7,1.9,2023-04-01,2024-04-30,,2,"Norway, Turkey",4,"USA, Denmark, Turkey, Turkey",3,"United Kingdom, Turkey, Turkey",0,0,45,7,"Beks Bodrum, VAULT",2,"Marshall Islands, Panama",2,3,74,0,0,9,5,11,14,0,10,45,68,0
9311531,Lefkada,Aframax,2005,2.87,4,0.0,2023-07-01,2024-05-31,,3,"China, Marshall Islands, Seychelles",4,"China, India, Marshall Islands, Seychelles",4,"Singapore, India, India, India",1,1,30,5,LEFKADA,1,"St.Kitts and Nevis, Gabon",2,0,0,0,0,8,1,2,0,7,2,62,81,4
9311751,Antiochia Ka,Seawaymax,2006,,7,2.0,2023-10-01,2024-05-31,,3,"Singapore, Turkey, Turkey",2,"Denmark, Turkey",2,"Denmark, Turkey",0,0,30,4,"Esen Ka, ANTIOCHIA KA",2,"Turkey, Liberia",2,0,0,0,0,38,49,126,42,0,0,20,27,10
9312872,Huihai Atlantic,Aframax,2007,7.849999999999999,7,0.0,2023-12-01,2024-06-30,,3,"Liberia, China, China",3,"Greece, China, China",3,"Bermuda, China, China",0,0,17,2,HUIHAI ATLANTIC,1,"Hong Kong, China, Panama",2,0,0,0,0,16,0,0,0,1,1,51,259,66
9312913,Coast Buster,Seawaymax,2006,,4,0.8,2023-11-01,2024-04-30,,3,"Marshall Islands, Germany, India",3,"Marshall Islands, Germany, India",3,"United Kingdom, Germany, India",2,0,38,3,"Chemtrans Uranus, COAST BUSTER",2,"Liberia, Liberia, Germany",3,1,107,0,0,10,13,0,19,0,1,58,106,4
9313462,Melahat,Seawaymax,2007,,8,2.8000000000000003,2023-05-01,2024-05-31,,2,"Liberia, Turkey",4,"Singapore, Singapore, Turkey, Turkey",4,"Singapore, Singapore, India, Singapore",1,0,49,6,"Aruna Melahat, MELAHAT",2,"Marshall Islands, Panama",2,2,36,0,0,12,5,13,7,3,3,44,59,4
9314088,Lyra,Aframax,2004,2.83,4,2.2,2023-01-01,2024-04-30,,2,"Liberia, China",2,"Greece, China",2,"Greece, China",2,0,45,3,LYRA,1,Panama,1,5,323,0,0,22,0,4,0,7,6,77,119,6
9314105,Makalu,Aframax,2005,4.2299999999999995,6,0.5,2023-05-01,2024-06-30,,3,"Norway, Norway, Seychelles",2,"Greece, Seychelles",2,"United Kingdom, Moldova",0,0,38,5,MAKALU,1,"Palau (Republic of), Cook islands",2,2,54,0,0,13,7,12,8,7,0,83,76,0
9314167,Agnes,Panamax,2007,,3,1.5,2023-03-01,2024-03-31,,3,"Marshall Islands, Marshall Islands, Seychelles",5,"Greece, India, Marshall Islands, Turkey, Seychelles",7,"Greece, Unknown, India, India, Turkey, Unknown, China",0,0,37,2,AGNES,1,Palau (Republic of),1,6,595,0,0,10,4,1,5,0,2,12,96,16
9314179,Lion S,Panamax,2007,,1,0.5,2024-03-01,2024-03-31,,3,"Marshall Islands, United Arab Emirates, United Arab Emirates",3,"Greece, United Arab Emirates, United Arab Emirates",4,"Greece, Unknown, United Arab Emirates, India",1,0,42,4,LION S,1,Cook islands,1,4,89,1,17,15,2,11,10,4,5,21,51,8
9314727,Armada Navigator,Handysize,2004,,1,0.0,2023-01-01,2023-01-31,,3,"Russia, Unknown, Russia",3,"Turkey, Unknown, Russia",2,"Russia, Russia",0,0,6,0,,0,,0,0,0,0,0,227,374,32,13,0,0,0,3,0
9314820,Baltic Mariner I,Seawaymax,2006,,2,0.6,2023-12-01,2024-02-29,,2,"Malta, Turkey",2,"Singapore, Turkey",3,"Singapore, Unknown, Turkey",0,0,42,4,OSCAR I,1,Panama,1,0,0,0,0,18,47,9,8,0,0,22,41,0
9314882,Mystras,Seawaymax,2006,,5,1.3,2023-08-01,2024-04-30,,3,"Panama, Marshall Islands, Seychelles",4,"Greece, Greece, Marshall Islands, Seychelles",4,"Greece, Greece, Unknown, India",0,0,39,5,MYSTRAS,1,Gabon,1,0,0,0,0,32,43,32,57,0,0,22,96,14
9314894,Mythos,Seawaymax,2006,,7,2.2,2023-03-01,2023-12-31,,3,"Panama, Marshall Islands, United Arab Emirates",4,"Greece, Greece, Marshall Islands, United Arab Emirates",4,"Greece, Greece, India, India",0,0,36,6,MYTHOS,1,Gabon,1,0,0,0,0,30,68,27,8,0,0,26,58,21
9315446,Mum,Aframax,2005,0.73,1,0.0,2024-05-01,2024-05-31,,3,"Indonesia, Turkey, Turkey",4,"Indonesia, Indonesia, Panama, Turkey",2,"Singapore, Turkey",0,0,26,8,"Diamond, MUM",2,"Liberia, Antigua and Barbuda",2,0,0,0,0,17,2,18,1,7,2,37,65,6
9315654,Kapok,Suezmax,2005,2.61,4,0.0,2023-12-01,2024-05-31,,2,"Liberia, Marshall Islands",3,"USA, Liberia, China",4,"China, Unknown, Singapore, China",0,0,34,4,"Lila Orlando, KAPOK",2,"Liberia, Panama",2,1,17,0,0,8,5,1,2,7,0,129,99,2
9315745,Marquise,Seawaymax,2006,,3,0.6000000000000001,2023-12-01,2024-04-30,,3,"Marshall Islands, Germany, Marshall Islands",4,"Denmark, Marshall Islands, Germany, Marshall Islands",3,"United Kingdom, Germany, India",1,1,39,7,"Chemtrans Leo, MARQUISE",2,"Liberia, Germany, Liberia, Germany, Gabon",5,1,20,0,0,8,4,23,5,0,0,165,51,2
9315769,The Sauce,Seawaymax,2007,,3,0.8,2023-03-01,2023-07-31,,2,"Germany, United Arab Emirates",2,"Marshall Islands, United Arab Emirates",2,"Germany, Panama",0,0,30,4,THE SAUCE,1,Liberia,1,0,0,0,0,23,23,8,0,0,0,38,15,10
9317949,Artemis,Aframax,2007,2.92,4,0.7,2023-06-01,2024-05-31,,3,"Liberia, Marshall Islands, Seychelles",4,"Greece, India, Marshall Islands, Seychelles",4,"Greece, India, India, United Arab Emirates",0,0,31,3,ARTEMIS,1,"St.Kitts and Nevis, Mongolia, Not Known, Gabon",4,1,13,0,0,23,23,6,9,13,0,55,61,23
9318022,Charminar,Seawaymax,2006,,2,0.8,2024-02-01,2024-05-31,,2,"Marshall Islands, United Arab Emirates",4,"Greece, United Arab Emirates, United Arab Emirates, United Arab Emirates",4,"Greece, Unknown, United Arab Emirates, United Arab Emirates",0,0,53,7,CHARMINAR,1,Panama,1,5,268,3,235,19,6,10,6,1,1,25,42,4
9318034,Olive,Seawaymax,2006,,7,2.6,2023-01-01,2024-04-30,,4,"Germany, Norway, Marshall Islands, Unknown",5,"Denmark, Norway, India, India, Unknown",5,"Germany, Germany, Unknown, India, United Arab Emirates",1,0,52,7,"Atlantica Bell, OLIVE",2,"Marshall Islands, St.Kitts and Nevis, Gabon",3,3,119,0,0,29,13,21,0,0,0,33,35,12
9318539,Swiftsea Rider,Suezmax,2007,5.609999999999999,6,0.0,2023-09-01,2024-06-30,,2,"Marshall Islands, India",4,"Croatia, United Arab Emirates, India, India",4,"Croatia, United Arab Emirates, India, India",0,0,24,2,SWIFTSEA RIDER,1,"Cook islands, Honduras",2,2,48,1,14,15,38,33,29,10,6,37,110,0
9319674,Eastern Glory,Aframax,2007,3.6599999999999997,5,0.0,2023-05-01,2024-05-31,,2,"Marshall Islands, China",3,"Denmark, India, China",4,"Denmark, India, India, China",0,0,21,0,"Buena Vista, EASTERN GLORY",2,"St.Kitts and Nevis, Not Known, Gabon",3,1,13,1,13,10,6,0,8,7,0,76,77,0
9319686,Nemo 1,Aframax,2008,3.53,5,0.7,2023-07-01,2024-06-30,,3,"Marshall Islands, Marshall Islands, Seychelles",4,"Indonesia, Indonesia, Greece, Seychelles",5,"Denmark, Unknown, United Arab Emirates, Unknown, United Arab Emirates",0,0,16,2,"Epanastasea, NEMO 1",2,Panama,1,0,0,0,0,13,0,4,1,5,8,76,37,8
9319703,Great Jacombo,Aframax,2008,1.46,2,0.8999999999999999,2023-02-01,2024-06-30,,3,"Marshall Islands, Marshall Islands, Mauritius",5,"Indonesia, Indonesia, India, Marshall Islands, Mauritius",4,"Denmark, Unknown, India, India",0,0,16,0,GREAT JACOMBO,1,Gabon,1,1,12,0,0,9,1,3,0,5,1,49,67,10
9319870,Thalassa,Aframax,2007,5.109999999999999,7,0.0,2023-04-01,2024-06-30,,3,"Netherlands, Marshall Islands, United Arab Emirates",3,"Netherlands, Marshall Islands, United Arab Emirates",5,"Netherlands, Unknown, India, Unknown, United Arab Emirates",0,0,36,2,THALASSA,1,Gabon,1,1,14,0,0,16,16,6,12,7,0,145,114,2
9319882,Atalanta,Aframax,2007,3.65,5,0.0,2023-07-01,2024-05-31,,3,"Marshall Islands, Marshall Islands, Mauritius",5,"Greece, India, Marshall Islands, India, Mauritius",5,"Greece, India, India, India, Unknown",0,0,32,5,ATALANTA,1,"St.Kitts and Nevis, Not Known, Gabon",3,2,30,0,0,16,4,0,5,13,2,50,13,7
9321172,Velos Ruby,Panamax,2007,,1,0.5,2024-03-01,2024-03-31,,2,"Marshall Islands, Cyprus",2,"Greece, Cyprus",3,"Singapore, Greece, Cyprus",0,0,34,4,SEA OWL I,1,Panama,1,0,0,0,0,7,1,0,0,3,13,128,112,4
9321689,Ocean Faye,Aframax,2007,4.9,6,0.0,2023-08-01,2024-05-31,,3,"Norway, Norway, India",5,"Norway, Norway, United Arab Emirates, India, India",4,"Germany, United Arab Emirates, India, India",0,0,30,5,"Agneta Pallas 2, OCEAN FAYE",2,"Cook islands, Liberia, Honduras",3,0,0,0,0,25,11,22,4,5,0,75,38,0
9321691,Sai Baba,Suezmax,2006,6.030000000000001,6,0.0,2023-06-01,2024-06-30,,3,"Belgium, Marshall Islands, Mauritius",4,"Belgium, India, Marshall Islands, Mauritius",5,"Greece, Unknown, India, India, India",0,0,30,3,SAI BABA,1,Gabon,1,3,63,0,0,13,2,3,0,13,0,301,63,18
9321706,Mercury,Suezmax,2006,5.68,6,0.7,2023-03-01,2024-05-31,,3,"Belgium, Marshall Islands, Seychelles",4,"Greece, India, Marshall Islands, Seychelles",5,"Greece, India, India, Unknown, United Arab Emirates",0,0,32,7,MERCURY,1,"St.Kitts and Nevis, Not Known, Gabon, Mongolia",4,3,102,0,0,13,1,10,0,12,0,86,68,2
9321847,Emily S,Aframax,2006,16.86,13,0.0,2023-01-01,2024-06-30,,2,"Liberia, China",2,"United Kingdom, China",2,"United Kingdom, China",0,0,31,7,EMILY S,1,Panama,1,3,293,1,127,36,21,3,18,4,6,103,125,0
9321976,Heidi A,Aframax,2006,15.71,14,0.0,2023-01-01,2024-06-30,,2,"Marshall Islands, China",2,"Greece, China",2,"Greece, China",0,0,45,3,HEIDI A,1,Panama,1,5,938,1,265,38,2,1,0,1,0,62,172,0
9322839,Hs Atlantica,Aframax,2006,2.92,4,0.0,2023-02-01,2023-11-30,,3,"Turkey, Liberia, United Arab Emirates",2,"Liberia, United Arab Emirates",3,"India, India, Unknown",0,0,31,4,"Hs Atlantica, AVRIL",2,"Liberia, Eswatini FALSE, Guinea False",3,0,0,0,0,18,19,5,2,4,0,79,128,2
9322956,Ns Pride,Seawaymax,2006,,10,2.8,2023-01-01,2024-06-30,,1,United Arab Emirates,5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, Unknown, United Arab Emirates, United Arab Emirates",0,0,29,3,,0,Gabon,1,0,0,0,0,27,39,13,20,1,0,44,59,5
9322968,Ns Power,Seawaymax,2006,,14,4.1,2023-01-01,2024-06-30,,1,United Arab Emirates,5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",0,0,37,8,,0,Gabon,1,2,55,0,0,62,7,0,0,0,11,51,60,0
9323314,Aditya,Seawaymax,2006,,4,1.1,2023-01-01,2024-06-30,,2,"Marshall Islands, United Arab Emirates",2,"Latvia, United Arab Emirates",4,"Latvia, India, India, India",0,0,31,6,"Ane, ADITYA",2,"Liberia, Gabon",2,6,81,1,14,17,11,17,3,0,0,44,42,44
9323326,Katy,Seawaymax,2006,,3,1.1,2023-11-01,2024-06-30,,3,"Marshall Islands, United Arab Emirates, United Arab Emirates",4,"Latvia, United Arab Emirates, Germany, United Arab Emirates",4,"Latvia, India, India, India",0,0,41,10,"Kalne, Kastrol, KATY",3,"Liberia, Gabon",2,0,0,0,0,19,2,32,3,0,0,17,56,8
9323340,Tranquil Sea,Seawaymax,2007,,4,1.2,2023-11-01,2024-05-31,,1,New Zealand,2,"Latvia, New Zealand",2,"Latvia, India",0,0,35,7,TRANQUIL SEA,1,Cook islands,1,1,28,0,0,16,2,13,5,2,0,56,38,22
9323352,Nari Strength,Seawaymax,2007,,6,2.1000000000000005,2023-08-01,2024-06-30,,2,"Marshall Islands, India",2,"Latvia, India",2,"Latvia, India",0,0,29,4,NARI STRENGTH,1,Cook islands,1,3,46,1,21,13,27,14,5,1,0,37,53,14
9323364,Sinar G,Seawaymax,2007,,6,2.0999999999999996,2023-12-01,2024-06-30,,3,"Marshall Islands, United Arab Emirates, Marshall Islands",3,"Singapore, United Arab Emirates, Marshall Islands",3,"Latvia, Unknown, India",0,0,35,7,SINAR G,1,Cook islands,1,4,59,0,0,20,2,15,5,0,0,16,29,10
9323376,Marabella Sun,Seawaymax,2007,,4,1.2999999999999998,2023-10-01,2024-06-30,,2,"Unknown, United Arab Emirates",2,"Singapore, United Arab Emirates",2,"Latvia, India",0,0,37,5,MARABELLA SUN,1,Cook islands,1,1,82,0,0,19,11,13,4,0,0,21,23,4
9323986,Alicia,Aframax,2007,0.63,1,0.7,2023-03-01,2024-04-30,,3,"Marshall Islands, Marshall Islands, United Arab Emirates",3,"Turkey, Marshall Islands, United Arab Emirates",4,"Singapore, Turkey, Unknown, India",0,0,20,5,"Alicia, GARASAN",2,Gabon,1,5,703,2,87,5,1,4,1,4,2,31,99,6
9326718,Caro,Suezmax,2007,3.8200000000000003,4,0.0,2023-08-01,2024-06-30,,2,"Vietnam, Seychelles",2,"Vietnam, Seychelles",2,"Vietnam, Azerbaijan",0,0,18,2,FULGER,1,Sierra leone,1,3,3840,0,0,5,0,5,0,3,2,83,48,28
9326720,Hera,Suezmax,2007,6.360000000000001,6,0.0,2023-08-01,2024-06-30,,2,"Vietnam, Vietnam",2,"Vietnam, Vietnam",2,"Vietnam, Vietnam",0,0,29,3,HERA,1,,0,3,1513,1,46,7,0,11,0,6,0,147,47,36
9326861,Duke Of Peace,Panamax,2006,,2,1.0,2023-01-01,2023-03-31,,2,"United Arab Emirates, United Arab Emirates",2,"Sweden, United Arab Emirates",2,"Singapore, Panama",0,0,30,3,DUKE OF PEACE,1,,0,0,0,0,0,24,1,0,1,0,8,29,102,2
9326885,Anaya,Panamax,2008,,2,1.0,2024-04-01,2024-06-30,,4,"Marshall Islands, United Arab Emirates, Marshall Islands, Turkey",5,"Marshall Islands, United Arab Emirates, United Arab Emirates, United Arab Emirates, Turkey",4,"Greece, China, United Arab Emirates, United Arab Emirates",1,0,30,4,ANAYA,1,Panama,1,1,23,1,23,13,8,3,0,3,2,15,49,0
9327360,Caria Ka,Seawaymax,2006,,5,1.0,2023-11-01,2024-05-31,,3,"Marshall Islands, China, Turkey",2,"Turkey, Turkey",2,"Turkey, Turkey",1,0,31,3,CARIA KA,1,Liberia,1,0,0,0,0,26,58,32,5,0,0,22,75,28
9327372,Zelda,Seawaymax,2006,,10,2.9000000000000004,2023-01-01,2024-05-31,,4,"Marshall Islands, Liberia, Marshall Islands, Mauritius",5,"Denmark, Cyprus, India, India, Mauritius",4,"Germany, Unknown, India, Unknown",1,1,30,7,"Grace Glaciesruptor, Zelda, TYAGARAJA",3,"Liberia, St.Kitts and Nevis, Gabon",3,0,0,0,0,27,25,26,3,0,0,42,95,25
9327384,Lycia Ka,Seawaymax,2006,,2,0.4,2023-12-01,2024-01-31,,2,"Marshall Islands, Turkey",2,"Denmark, Turkey",2,"Turkey, Turkey",0,0,29,5,LYCIA KA,1,,0,0,0,0,0,17,37,52,6,0,0,12,70,8
9327437,Aston Marine,Seawaymax,2006,,4,0.8,2023-12-01,2024-05-31,,3,"Marshall Islands, Germany, Marshall Islands",3,"Denmark, Germany, Marshall Islands",3,"United Kingdom, Germany, India",0,0,29,5,"Chemtrans Mercury, ASTON MARINE",2,"Liberia, Liberia, Germany, Gabon, Liberia",5,0,0,0,0,8,28,22,4,0,0,46,50,10
9327449,Fair Wonder,Seawaymax,2006,,2,0.6,2023-10-01,2023-12-31,,2,"Marshall Islands, Turkey",3,"Greece, Unknown, Turkey",3,"India, Unknown, Turkey",0,0,25,6,FAIR WONDER,1,,0,0,0,0,0,5,8,12,6,1,0,22,25,4
9328132,Sino Prosperity,Seawaymax,2006,,2,0.7,2024-01-01,2024-04-30,,3,"Sweden, Germany, China",4,"Singapore, Denmark, Germany, China",3,"Sweden, Germany, China",0,0,51,7,"Chemtrans Carolina, SINO PROSPERITY",2,"Liberia, Germany, Panama, Germany",4,2,26,0,0,3,4,5,0,8,3,57,35,6
9329655,Ns Point,Seawaymax,2008,,7,1.9999999999999998,2023-01-01,2024-06-30,,1,United Arab Emirates,5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",0,0,26,1,,0,Gabon,1,0,0,0,0,33,47,7,18,0,0,38,48,2
9329667,Ns Parade,Seawaymax,2008,,9,1.9000000000000001,2023-01-01,2024-01-31,,2,"United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",0,0,21,2,,0,Gabon,1,1,15,0,0,30,0,34,0,0,7,50,75,12
9329758,Norstar Integrity,Panamax,2006,,1,0.5,2024-02-01,2024-02-29,,2,"Marshall Islands, United Arab Emirates",2,"Singapore, United Arab Emirates",2,"Singapore, India",0,0,27,2,TROY,1,Cook islands,1,3,125,2,99,4,0,0,3,3,6,73,57,4
9330472,Thorin,Aframax,2007,0.72,1,0.0,2024-05-01,2024-05-31,,2,"Panama, Seychelles",3,"Greece, Greece, Seychelles",4,"Greece, Greece, Greece, Azerbaijan",1,0,26,4,THORIN,1,"Cyprus, Cook islands",2,4,552,2,82,2,0,1,0,3,0,59,44,0
9332028,Aruna Zehra,Seawaymax,2007,,6,1.7000000000000002,2023-05-01,2024-03-31,,2,"Norway, Singapore",5,"Norway, Singapore, Turkey, Singapore, India",4,"Croatia, Singapore, India, Singapore",1,0,44,6,"Aruna Zehra, ZEHRA",2,"Marshall Islands, Panama",2,0,0,0,0,7,1,10,1,1,4,50,105,24
9332614,Srini,Panamax,2008,,2,1.0,2023-02-01,2023-03-31,,2,"Marshall Islands, United Arab Emirates",4,"Greece, United Arab Emirates, United Arab Emirates, United Arab Emirates",4,"Greece, China, United Arab Emirates, Unknown",0,0,26,3,"Srini, BELLARIS",2,Panama,1,2,101,2,101,13,12,4,0,1,1,37,66,16
9332638,Chrystal Ice,Panamax,2009,,4,1.9,2023-02-01,2023-07-31,,3,"Marshall Islands, Marshall Islands, Marshall Islands",2,"Greece, Cyprus",2,"Greece, Singapore",0,0,20,2,CHRYSTAL ICE,1,,0,3,439,0,0,11,0,22,4,1,12,89,6,10
9332640,Chrystal Arctic,Panamax,2010,,5,2.5,2023-02-01,2023-09-30,,2,"Singapore, Singapore",2,"Singapore, Singapore",3,"Greece, Unknown, Singapore",0,0,15,2,CHRYSTAL ARCTIC,1,Marshall Islands,1,0,0,0,0,18,17,22,0,3,2,40,23,20
9332781,Panta Rei 1,Aframax,2006,2.19,3,0.0,2023-10-01,2024-03-31,,2,"Liberia, Seychelles",2,"United Kingdom, Seychelles",3,"United Kingdom, Unknown, India",0,0,28,4,PANTA REI 1,1,Panama,1,1,36,1,36,8,28,4,35,4,1,104,64,0
